Sr. No.,EmpID,Attendance Code,FName,Branch Code,Department Name,Division Name,Grade Code,Designation Name,Direct/Indirect,Roster,Attendance Date,In Time,Out Time,Total Hours,OT Hours,Late Hours,Application Status,Final Status,Attendance Type
1681,42982,42982,Samantha Christensen,P001,Production,Manufacturing,C1,Executive,t,Working Day (G),20/03/2025,01:05 AM,01:25 AM,8.36,1.58,0.14,,Absent,Full Day
1682,46651,46651,Paula Shields,P002,Finance,Manufacturing,C1,Manager,t,Weekend,13/03/2025,08:58 AM,04:28 AM,7.14,1.14,0.66,,Leave,Full Day
1683,33163,33163,Samantha Johnson,P005,Production,Recruitment,C2,Engineer,t,Weekend,18/03/2025,06:32 PM,03:56 PM,8.63,1.77,0.94,,Present,Half Day
1684,40424,40424,Angela Jenkins,P003,HR,Manufacturing,C4,Engineer,t,Working Day (G),02/03/2025,01:37 PM,11:06 AM,8.52,0.01,0.47,,Leave,Half Day
1685,46422,46422,Taylor Lee,P001,Quality,Support,C2,DM,t,Weekend,12/03/2025,11:17 AM,06:59 PM,6.81,1.3,0.71,,Present,Leave
1686,41842,41842,Robert Torres,P004,Finance,Manufacturing,C4,Manager,t,Weekend,01/03/2025,04:39 PM,02:26 PM,7.63,1.84,0.54,,Absent,Leave
1687,30380,30380,Valerie Compton,P001,Production,Accounting,C1,Engineer,t,Weekend,15/03/2025,04:23 PM,07:42 AM,7.82,1.67,0.83,,Present,Full Day
1688,38886,38886,Robin Bennett,P002,Finance,Accounting,C5,Supervisor,t,Holiday,27/02/2025,07:09 AM,03:52 AM,7.48,1.2,0.81,,Leave,Half Day
1689,40814,40814,Kathleen Williams,P001,Production,Accounting,C2,Supervisor,t,Working Day (G),22/03/2025,12:40 PM,09:06 AM,7.29,1.48,0.32,,Absent,Full Day
1690,43484,43484,Jennifer Brown,P004,Quality,Manufacturing,C2,Executive,t,Weekend,09/03/2025,10:11 PM,01:10 PM,8.77,1.49,0.64,,Absent Half Day,Leave
1691,42114,42114,Cheyenne Patel,P002,Quality,Support,C5,DM,t,Weekend,07/03/2025,08:10 PM,11:14 PM,6.47,0.88,0.5,,Absent Half Day,Full Day
1692,44344,44344,Eric Small,P005,Production,Support,C3,DM,t,Weekend,26/02/2025,05:24 AM,09:08 PM,8.21,0.12,0.82,,Present,Full Day
1693,40974,40974,Leonard Hutchinson,P002,HR,Support,C4,DM,t,Working Day (G),07/03/2025,05:31 PM,03:08 PM,7.04,1.12,0.08,,Leave,Leave
1694,49518,49518,Michelle Conrad,P004,IT,Manufacturing,C5,Supervisor,t,Holiday,05/03/2025,02:48 PM,10:13 PM,7.0,0.22,0.5,,Absent Half Day,Leave
1695,35410,35410,Karen Smith,P003,IT,Warranty,C2,Manager,t,Holiday,10/03/2025,10:19 AM,10:41 PM,8.89,1.26,0.9,,Absent Half Day,Full Day
1696,38393,38393,Megan Stone,P001,HR,Recruitment,C5,Executive,t,Holiday,06/03/2025,04:13 AM,08:07 PM,7.28,0.49,0.82,,Leave,Half Day
1697,46175,46175,Troy Holland,P002,Finance,Accounting,C1,Manager,t,Working Day (G),14/03/2025,12:43 PM,10:44 PM,6.86,1.78,0.42,,Leave,Full Day
1698,43211,43211,Kimberly Molina,P004,Finance,Recruitment,C3,Supervisor,t,Working Day (G),16/03/2025,10:12 AM,03:47 AM,8.43,0.87,0.38,,Present,Leave
1699,45084,45084,Taylor Cooper,P003,Finance,Accounting,C1,Engineer,t,Holiday,06/03/2025,05:17 AM,12:58 AM,8.31,0.02,0.98,,Absent Half Day,Half Day
1700,42094,42094,Katelyn Johnson,P003,Production,Warranty,C4,Engineer,t,Holiday,24/03/2025,12:52 PM,06:55 AM,8.45,0.39,0.32,,Absent Half Day,Half Day
1701,34342,34342,Christopher Chang,P001,Finance,Support,C2,Supervisor,t,Working Day (G),22/03/2025,04:31 PM,05:16 PM,7.26,1.48,0.42,,Leave,Full Day
1702,42797,42797,Robert Schultz,P003,Production,Accounting,C5,Supervisor,t,Holiday,24/03/2025,01:36 AM,04:23 PM,6.79,0.0,0.98,,Absent,Leave
1703,38747,38747,Jerry Wood,P005,Quality,Warranty,C1,Executive,t,Weekend,06/03/2025,01:28 PM,04:09 AM,6.37,1.29,0.26,,Present,Full Day
1704,44388,44388,Amanda Leblanc,P005,IT,Accounting,C5,Manager,t,Working Day (G),03/03/2025,11:59 AM,09:17 AM,7.72,0.9,0.88,,Absent,Half Day
1705,45174,45174,Brittany Montgomery,P001,Production,Accounting,C2,Manager,t,Weekend,16/03/2025,01:23 PM,11:25 AM,6.66,0.14,0.07,,Leave,Full Day
1706,42330,42330,Lori Carr,P005,Quality,Accounting,C5,Manager,t,Holiday,16/03/2025,06:30 PM,10:58 AM,6.97,1.85,0.24,,Absent,Leave
1707,33442,33442,Amy Moore,P001,Quality,Accounting,C5,Executive,t,Weekend,08/03/2025,07:45 AM,04:14 AM,6.78,1.09,0.29,,Absent Half Day,Half Day
1708,44066,44066,Timothy Andrews,P001,Finance,Manufacturing,C1,Engineer,t,Weekend,26/02/2025,01:01 PM,08:24 AM,6.74,1.96,0.05,,Absent Half Day,Half Day
1709,43780,43780,Nicholas Greene,P001,HR,Warranty,C4,DM,t,Working Day (G),20/03/2025,06:57 AM,07:39 AM,7.45,0.69,0.4,,Absent Half Day,Half Day
1710,33542,33542,John Edwards,P002,IT,Manufacturing,C4,Engineer,t,Working Day (G),08/03/2025,05:15 AM,11:57 AM,6.41,1.39,0.39,,Absent,Half Day
1711,46269,46269,Melissa Hernandez,P002,IT,Support,C3,Supervisor,t,Weekend,24/02/2025,09:51 AM,01:38 PM,7.57,1.2,0.46,,Present,Half Day
1712,30452,30452,Cameron Shepard,P001,HR,Warranty,C3,Supervisor,t,Holiday,10/03/2025,02:28 AM,12:17 PM,7.47,1.67,0.42,,Present,Full Day
1713,40725,40725,Amy Stokes,P001,Quality,Warranty,C2,DM,t,Working Day (G),18/03/2025,02:17 AM,03:47 PM,6.17,0.63,0.54,,Leave,Full Day
1714,38249,38249,Raymond Owens,P002,IT,Accounting,C1,DM,t,Weekend,25/02/2025,01:51 AM,11:16 AM,8.12,1.09,0.49,,Present,Leave
1715,30809,30809,Victoria Smith,P002,Quality,Support,C3,Executive,t,Weekend,28/02/2025,06:43 AM,08:55 PM,7.45,0.49,0.3,,Absent Half Day,Leave
1716,34182,34182,Megan Jackson,P005,HR,Warranty,C5,DM,t,Weekend,18/03/2025,03:38 AM,05:26 AM,6.84,1.27,0.89,,Present,Full Day
1717,48094,48094,Rachel Cole,P002,Quality,Accounting,C4,Executive,t,Working Day (G),24/02/2025,04:40 AM,10:47 AM,6.72,1.21,0.86,,Present,Half Day
1718,36120,36120,Deborah Wilson,P004,Finance,Warranty,C1,Executive,t,Weekend,27/02/2025,12:42 PM,03:22 AM,8.9,0.14,0.66,,Absent,Leave
1719,49276,49276,Vickie Chan,P002,Production,Manufacturing,C3,Supervisor,t,Working Day (G),18/03/2025,04:06 AM,02:53 PM,8.09,1.24,0.17,,Present,Leave
1720,33221,33221,Kerry Walker,P002,IT,Recruitment,C2,DM,t,Holiday,01/03/2025,07:17 AM,09:23 PM,7.26,1.9,0.35,,Leave,Full Day
1721,35728,35728,Kristin Smith,P004,IT,Recruitment,C2,DM,t,Working Day (G),07/03/2025,12:49 AM,10:15 PM,6.66,0.78,0.35,,Leave,Leave
1722,46982,46982,Cheryl George,P002,HR,Manufacturing,C3,Supervisor,t,Working Day (G),08/03/2025,12:16 AM,12:16 PM,8.46,0.09,0.66,,Present,Leave
1723,33402,33402,Rickey Henry,P001,HR,Accounting,C2,Supervisor,t,Weekend,24/02/2025,01:51 AM,11:22 AM,7.01,0.26,0.6,,Absent Half Day,Half Day
1724,47376,47376,Karina Marsh,P002,Quality,Support,C2,Supervisor,t,Weekend,19/03/2025,10:57 PM,01:10 PM,7.33,0.77,0.83,,Absent Half Day,Leave
1725,37498,37498,Kelly Shepherd,P002,HR,Recruitment,C4,Supervisor,t,Holiday,14/03/2025,10:59 PM,05:45 AM,6.59,0.34,0.56,,Leave,Leave
1726,30192,30192,Jennifer Lewis,P004,Quality,Accounting,C5,Supervisor,t,Weekend,21/03/2025,11:43 PM,10:55 PM,6.4,0.55,0.58,,Absent Half Day,Leave
1727,46236,46236,Amy Cox,P004,HR,Manufacturing,C2,Manager,t,Weekend,24/03/2025,09:39 AM,12:04 PM,8.49,0.35,0.76,,Absent Half Day,Full Day
1728,45488,45488,Dale Frazier,P004,Production,Recruitment,C1,Executive,t,Holiday,23/03/2025,02:34 PM,08:21 PM,6.65,1.15,0.91,,Present,Half Day
1729,46464,46464,Gina Bowen,P002,Finance,Recruitment,C4,Supervisor,t,Working Day (G),03/03/2025,07:33 AM,11:14 AM,8.24,1.72,0.94,,Present,Half Day
1730,37842,37842,Lisa Wilson,P005,HR,Accounting,C3,Manager,t,Holiday,26/02/2025,09:58 AM,07:26 PM,8.44,0.51,0.79,,Leave,Leave
1731,39653,39653,James Watts,P002,HR,Manufacturing,C2,Manager,t,Holiday,09/03/2025,02:10 AM,10:35 PM,6.85,0.2,0.2,,Absent Half Day,Leave
1732,39437,39437,Joshua Vasquez,P005,Finance,Support,C1,Engineer,t,Working Day (G),12/03/2025,11:27 PM,06:01 AM,7.58,1.41,0.26,,Leave,Half Day
1733,47415,47415,Leslie Banks,P002,Finance,Accounting,C4,Executive,t,Weekend,24/02/2025,04:26 AM,09:00 PM,6.96,1.63,0.66,,Present,Full Day
1734,35823,35823,Jasmine Dixon,P004,Quality,Support,C3,Manager,t,Holiday,14/03/2025,10:56 AM,08:21 PM,7.76,0.91,0.23,,Absent Half Day,Half Day
1735,45558,45558,Jennifer Alvarez,P003,IT,Warranty,C3,Executive,t,Working Day (G),10/03/2025,04:09 AM,10:22 PM,7.91,0.56,0.43,,Absent Half Day,Full Day
1736,49061,49061,Jessica Sullivan,P002,HR,Manufacturing,C4,Manager,t,Holiday,25/03/2025,10:32 AM,08:41 AM,6.29,1.75,0.44,,Leave,Leave
1737,41537,41537,Amy Morrison,P002,Production,Warranty,C1,DM,t,Working Day (G),05/03/2025,05:49 AM,03:58 PM,7.42,0.69,0.45,,Absent Half Day,Half Day
1738,30913,30913,William Garcia,P002,Quality,Warranty,C3,Supervisor,t,Working Day (G),23/03/2025,12:30 PM,03:39 AM,8.01,1.96,0.43,,Absent,Leave
1739,42332,42332,Victor Smith,P004,HR,Accounting,C4,DM,t,Weekend,24/03/2025,06:02 PM,08:20 AM,7.91,0.94,0.89,,Leave,Full Day
1740,43714,43714,Deborah Edwards,P004,Quality,Recruitment,C3,DM,t,Working Day (G),04/03/2025,06:20 AM,04:28 PM,6.17,1.51,0.58,,Leave,Full Day
1741,32888,32888,Tiffany Dougherty,P005,HR,Accounting,C1,Manager,t,Working Day (G),11/03/2025,10:09 PM,09:11 AM,8.23,1.6,0.21,,Absent Half Day,Leave
1742,38481,38481,Troy Walker,P002,Finance,Manufacturing,C1,Supervisor,t,Holiday,28/02/2025,05:07 PM,09:03 AM,6.85,1.95,0.41,,Leave,Full Day
1743,46101,46101,Tyler Black,P005,IT,Support,C5,Manager,t,Working Day (G),22/03/2025,04:24 AM,05:34 PM,8.21,1.11,0.99,,Present,Half Day
1744,34102,34102,Krystal Marquez,P004,IT,Warranty,C1,Executive,t,Weekend,15/03/2025,08:53 PM,08:27 PM,8.67,1.09,0.42,,Present,Leave
1745,32270,32270,Daniel Deleon,P003,Quality,Accounting,C5,Supervisor,t,Holiday,07/03/2025,05:28 PM,12:25 AM,8.78,1.37,0.36,,Absent Half Day,Full Day
1746,35733,35733,Richard Fisher,P005,Quality,Manufacturing,C3,DM,t,Working Day (G),28/02/2025,05:46 PM,09:17 PM,8.39,0.08,0.38,,Leave,Full Day
1747,41746,41746,Karen Humphrey,P004,HR,Support,C1,Engineer,t,Working Day (G),10/03/2025,07:01 PM,03:36 PM,6.63,1.84,0.36,,Absent,Half Day
1748,46604,46604,Shelly Robinson,P005,HR,Recruitment,C5,Engineer,t,Weekend,17/03/2025,09:15 AM,04:20 AM,7.7,0.17,0.56,,Absent,Half Day
1749,30843,30843,Judy Turner,P002,HR,Warranty,C3,Executive,t,Working Day (G),26/02/2025,11:49 AM,10:54 PM,6.22,0.49,0.22,,Absent,Leave
1750,39567,39567,Kurt Garcia,P005,Quality,Manufacturing,C5,DM,t,Weekend,25/02/2025,07:36 PM,10:00 PM,6.2,0.48,0.46,,Leave,Leave
1751,44769,44769,Janet Griffin,P005,Quality,Support,C2,Engineer,t,Working Day (G),22/03/2025,10:47 AM,04:29 AM,6.05,0.48,0.39,,Absent,Half Day
1752,44101,44101,Kevin Kennedy,P002,Production,Warranty,C2,Supervisor,t,Holiday,27/02/2025,04:21 AM,10:07 AM,6.79,1.77,0.23,,Leave,Full Day
1753,30918,30918,Kevin Johnson,P004,IT,Warranty,C2,Executive,t,Weekend,18/03/2025,05:53 PM,05:52 AM,7.8,1.68,0.56,,Present,Leave
1754,36159,36159,Lawrence Peters,P005,HR,Support,C2,Manager,t,Holiday,11/03/2025,10:34 PM,03:34 AM,7.13,0.34,0.09,,Present,Leave
1755,35899,35899,Andrew Alexander,P004,Finance,Recruitment,C4,Manager,t,Holiday,18/03/2025,01:38 AM,08:48 PM,8.1,1.32,0.68,,Leave,Half Day
1756,32092,32092,Belinda Mendoza,P002,Finance,Accounting,C1,Executive,t,Working Day (G),12/03/2025,06:27 PM,08:02 PM,7.7,1.79,0.1,,Leave,Leave
1757,48090,48090,Courtney Howard,P002,HR,Warranty,C5,Engineer,t,Working Day (G),06/03/2025,03:48 AM,09:12 AM,7.6,0.95,0.72,,Absent Half Day,Full Day
1758,34880,34880,Michelle Gilbert,P005,HR,Accounting,C4,Executive,t,Weekend,16/03/2025,08:30 PM,07:09 PM,6.06,1.85,0.22,,Absent Half Day,Half Day
1759,42924,42924,Jason Hernandez,P001,Quality,Recruitment,C4,Engineer,t,Working Day (G),09/03/2025,01:53 AM,04:22 PM,8.95,0.76,0.52,,Leave,Half Day
1760,32548,32548,Karen Carey,P004,Quality,Recruitment,C3,Manager,t,Holiday,25/03/2025,09:26 AM,06:26 PM,6.8,1.74,0.46,,Present,Half Day
1761,35142,35142,Brenda Griffin,P005,IT,Accounting,C3,Executive,t,Weekend,21/03/2025,12:29 PM,09:19 PM,6.45,0.11,0.37,,Present,Half Day
1762,32865,32865,Jason Arias,P001,HR,Warranty,C3,Manager,t,Holiday,10/03/2025,11:32 AM,08:04 PM,8.37,0.89,0.44,,Present,Full Day
1763,41873,41873,Zachary Rodriguez,P003,IT,Accounting,C4,DM,t,Holiday,15/03/2025,07:40 AM,06:05 AM,7.42,0.0,0.39,,Absent Half Day,Full Day
1764,43086,43086,Shane Graham,P003,Finance,Manufacturing,C2,Manager,t,Holiday,17/03/2025,03:43 AM,10:55 PM,6.66,0.51,0.39,,Present,Full Day
1765,49139,49139,Matthew Pruitt,P002,Quality,Manufacturing,C2,Manager,t,Working Day (G),01/03/2025,02:47 PM,03:42 AM,8.78,0.09,0.02,,Absent,Half Day
1766,45551,45551,Joel Fields,P002,Production,Accounting,C5,DM,t,Working Day (G),01/03/2025,10:29 PM,05:04 AM,8.59,1.13,0.25,,Present,Leave
1767,33585,33585,Shelley Kerr,P002,Production,Warranty,C4,Executive,t,Holiday,03/03/2025,07:20 AM,08:09 AM,8.05,0.48,0.83,,Absent Half Day,Leave
1768,32615,32615,Jessica Copeland,P005,HR,Manufacturing,C3,DM,t,Weekend,20/03/2025,11:58 AM,04:51 PM,8.47,0.42,0.24,,Present,Half Day
1769,43740,43740,Keith Lopez,P005,Quality,Recruitment,C2,DM,t,Working Day (G),11/03/2025,07:48 PM,03:36 PM,6.4,0.68,0.78,,Absent Half Day,Half Day
1770,38690,38690,Madison Barrera,P001,Quality,Recruitment,C1,Executive,t,Weekend,24/03/2025,08:48 PM,12:37 AM,8.7,1.4,0.74,,Absent Half Day,Leave
1771,49933,49933,Michelle Torres,P001,HR,Warranty,C3,Engineer,t,Working Day (G),25/03/2025,12:58 PM,08:38 PM,8.54,1.88,0.39,,Absent Half Day,Half Day
1772,43827,43827,James Blake,P003,Finance,Warranty,C2,Supervisor,t,Working Day (G),07/03/2025,03:47 PM,09:39 AM,8.07,0.31,0.78,,Absent Half Day,Leave
1773,44579,44579,Crystal Robinson,P001,Quality,Accounting,C4,Manager,t,Working Day (G),13/03/2025,05:34 AM,07:23 AM,7.36,0.55,0.56,,Present,Leave
1774,33016,33016,Samantha Stone,P003,Quality,Support,C5,Supervisor,t,Holiday,21/03/2025,10:29 AM,02:08 AM,6.95,1.1,0.6,,Absent Half Day,Half Day
1775,43028,43028,Troy Campbell,P002,IT,Manufacturing,C1,Executive,t,Working Day (G),08/03/2025,02:35 PM,04:51 PM,6.25,0.72,0.02,,Leave,Leave
1776,36164,36164,Emily Tran,P003,Production,Accounting,C1,Executive,t,Weekend,10/03/2025,06:25 PM,04:56 PM,8.27,1.16,0.17,,Absent Half Day,Full Day
1777,46106,46106,Claudia Brown,P001,HR,Support,C2,Supervisor,t,Working Day (G),25/03/2025,07:07 AM,11:10 PM,8.25,0.53,0.26,,Present,Full Day
1778,47330,47330,Jeff Smith,P004,Finance,Manufacturing,C2,Engineer,t,Weekend,20/03/2025,01:14 PM,01:20 AM,8.96,0.95,0.88,,Absent Half Day,Half Day
1779,36336,36336,Jacqueline Smith,P004,IT,Manufacturing,C4,Manager,t,Working Day (G),08/03/2025,08:14 PM,02:22 PM,6.8,1.82,0.47,,Leave,Full Day
1780,43073,43073,Andrew Palmer,P005,Production,Accounting,C5,Manager,t,Weekend,04/03/2025,01:13 AM,02:01 PM,6.03,0.48,0.54,,Absent,Full Day
1781,30596,30596,Rodney Martinez,P003,Finance,Manufacturing,C2,Manager,t,Weekend,16/03/2025,08:13 AM,07:28 PM,7.12,1.33,0.51,,Present,Full Day
1782,36770,36770,Matthew Henderson,P002,Production,Accounting,C3,DM,t,Working Day (G),17/03/2025,04:46 PM,04:06 AM,8.79,1.98,0.32,,Absent,Full Day
1783,30011,30011,Mark Lewis,P002,Quality,Manufacturing,C5,Manager,t,Working Day (G),21/03/2025,04:38 AM,05:40 AM,7.58,1.2,0.87,,Leave,Half Day
1784,43955,43955,Michele Smith,P002,HR,Support,C3,Executive,t,Working Day (G),05/03/2025,03:58 PM,03:11 PM,7.57,0.97,0.82,,Leave,Leave
1785,38691,38691,Tina Andrews,P002,Finance,Manufacturing,C4,Supervisor,t,Weekend,15/03/2025,03:51 AM,06:04 PM,8.28,1.32,0.35,,Leave,Full Day
1786,35121,35121,Robert Ross,P002,HR,Manufacturing,C5,Manager,t,Holiday,25/02/2025,01:14 PM,07:45 PM,7.38,0.93,0.25,,Leave,Leave
1787,35789,35789,Thomas Beard,P004,Production,Manufacturing,C4,Executive,t,Holiday,09/03/2025,11:27 AM,01:03 AM,8.6,1.72,0.54,,Absent,Leave
1788,49756,49756,Tamara Hansen,P001,IT,Recruitment,C5,Supervisor,t,Weekend,17/03/2025,10:18 AM,05:42 AM,7.47,0.52,0.29,,Leave,Half Day
1789,40129,40129,Tabitha Page,P004,Quality,Manufacturing,C4,Executive,t,Working Day (G),08/03/2025,12:00 PM,08:55 PM,7.17,0.67,0.91,,Leave,Half Day
1790,47020,47020,Zachary Sellers,P003,Production,Manufacturing,C1,Engineer,t,Working Day (G),15/03/2025,01:28 AM,03:41 PM,7.77,1.48,0.66,,Leave,Full Day
1791,38791,38791,Wesley Tran,P001,HR,Accounting,C4,Executive,t,Holiday,11/03/2025,02:59 AM,08:37 PM,6.99,1.35,0.09,,Leave,Leave
1792,41976,41976,Rebecca Schneider,P001,Production,Recruitment,C1,Executive,t,Weekend,01/03/2025,09:03 AM,01:38 AM,8.63,1.77,0.01,,Absent Half Day,Half Day
1793,30767,30767,Jack Smith,P005,Production,Accounting,C3,Engineer,t,Holiday,22/03/2025,02:01 AM,11:15 PM,7.6,1.56,0.74,,Absent,Half Day
1794,30485,30485,Patrick Hill,P004,HR,Recruitment,C2,Supervisor,t,Holiday,12/03/2025,02:49 AM,12:29 PM,6.39,0.33,0.99,,Absent Half Day,Leave
1795,37043,37043,Eugene Guzman,P002,Quality,Warranty,C2,Executive,t,Working Day (G),07/03/2025,11:32 PM,03:56 AM,7.85,1.92,0.75,,Absent,Leave
1796,39205,39205,Joseph Sims,P002,HR,Manufacturing,C3,Executive,t,Holiday,14/03/2025,12:53 PM,03:50 PM,6.56,0.41,0.6,,Leave,Half Day
1797,38473,38473,Kelly Johnson,P003,HR,Recruitment,C2,Executive,t,Holiday,19/03/2025,04:15 AM,07:41 AM,8.97,0.84,0.86,,Present,Half Day
1798,32840,32840,Alexander Edwards,P003,HR,Support,C4,Manager,t,Working Day (G),28/02/2025,09:03 PM,03:17 PM,7.16,1.01,0.14,,Present,Full Day
1799,48203,48203,Carlos Sandoval,P003,IT,Recruitment,C1,Supervisor,t,Holiday,22/03/2025,07:26 PM,12:45 PM,7.15,1.67,0.16,,Absent Half Day,Full Day
1800,36754,36754,Christopher Wells,P004,HR,Manufacturing,C1,Manager,t,Holiday,09/03/2025,08:24 PM,01:47 PM,6.83,1.54,0.59,,Leave,Leave
1801,43150,43150,Ashley Butler,P002,HR,Accounting,C3,Executive,t,Weekend,11/03/2025,04:14 PM,03:43 AM,8.64,0.14,0.28,,Leave,Half Day
1802,43763,43763,Loretta Lester,P001,Production,Warranty,C1,Supervisor,t,Working Day (G),11/03/2025,02:20 PM,02:21 AM,7.25,1.42,0.56,,Absent,Leave
1803,38331,38331,Karen Hoffman,P004,Quality,Support,C4,Executive,t,Holiday,09/03/2025,11:59 PM,10:59 AM,7.69,1.61,0.75,,Absent,Half Day
1804,31523,31523,Larry Jackson,P005,IT,Accounting,C4,Supervisor,t,Holiday,26/02/2025,08:07 AM,06:36 AM,6.5,0.52,0.72,,Absent Half Day,Full Day
1805,39321,39321,Carolyn Riley,P004,Production,Recruitment,C2,Manager,t,Holiday,15/03/2025,07:56 PM,10:05 AM,8.57,1.84,0.72,,Absent Half Day,Full Day
1806,31576,31576,Zachary Clark,P003,Finance,Accounting,C3,Engineer,t,Holiday,16/03/2025,09:20 PM,06:58 PM,7.43,1.06,0.91,,Present,Leave
1807,43401,43401,Jennifer Flores,P005,Quality,Accounting,C5,DM,t,Working Day (G),07/03/2025,01:29 PM,11:11 AM,8.76,0.07,0.82,,Absent,Half Day
1808,32464,32464,Jack Wilson,P001,Quality,Accounting,C3,Engineer,t,Holiday,10/03/2025,10:15 PM,09:04 AM,6.55,0.18,0.11,,Absent Half Day,Half Day
1809,39309,39309,Carlos Ashley,P004,Quality,Warranty,C1,Engineer,t,Holiday,05/03/2025,10:32 AM,04:52 AM,7.67,0.3,0.32,,Absent Half Day,Half Day
1810,48288,48288,Aaron Gonzalez,P002,Finance,Recruitment,C1,Manager,t,Weekend,04/03/2025,05:38 AM,01:46 AM,7.79,0.93,0.44,,Leave,Half Day
1811,47576,47576,Edwin Robertson,P003,Quality,Warranty,C5,Supervisor,t,Working Day (G),15/03/2025,08:59 PM,11:34 AM,7.39,1.47,0.91,,Absent,Full Day
1812,45800,45800,Stephen Hill,P002,Quality,Support,C2,Engineer,t,Holiday,08/03/2025,06:10 AM,12:54 AM,7.94,0.73,0.47,,Absent Half Day,Leave
1813,37748,37748,Stephanie Schneider,P002,Quality,Accounting,C4,Executive,t,Working Day (G),16/03/2025,02:02 AM,08:18 PM,7.07,0.34,0.73,,Absent Half Day,Half Day
1814,32379,32379,Todd Baldwin,P003,Finance,Support,C3,Engineer,t,Working Day (G),06/03/2025,01:05 AM,04:01 AM,6.71,0.71,0.23,,Absent,Leave
1815,47168,47168,Tracy Mcclain,P003,HR,Support,C2,Executive,t,Holiday,12/03/2025,02:19 AM,02:17 AM,6.12,0.58,0.62,,Absent Half Day,Leave
1816,48739,48739,Tracy Lee,P004,Quality,Support,C3,Manager,t,Holiday,14/03/2025,09:07 AM,07:15 AM,8.62,1.53,0.89,,Leave,Half Day
1817,44238,44238,Robert Evans,P004,IT,Warranty,C1,Executive,t,Weekend,09/03/2025,04:12 AM,04:00 PM,7.92,1.41,0.65,,Absent,Leave
1818,42041,42041,Anna Williams,P005,Finance,Recruitment,C3,Manager,t,Working Day (G),03/03/2025,07:17 AM,10:25 AM,7.97,0.23,0.61,,Present,Leave
1819,49064,49064,Christopher Walker,P001,IT,Warranty,C4,Supervisor,t,Working Day (G),27/02/2025,07:07 AM,09:16 PM,8.03,0.03,0.78,,Leave,Leave
1820,39185,39185,Sandra Campbell,P002,HR,Accounting,C4,Engineer,t,Holiday,19/03/2025,05:22 AM,03:41 PM,6.18,1.33,0.07,,Absent Half Day,Half Day
1821,34054,34054,Lisa French,P001,Production,Support,C3,Engineer,t,Holiday,21/03/2025,06:15 PM,06:10 AM,6.4,0.45,0.89,,Absent,Half Day
1822,48727,48727,Dustin Glenn,P001,Production,Accounting,C3,Executive,t,Holiday,13/03/2025,02:53 PM,08:22 AM,6.14,1.01,0.1,,Absent Half Day,Half Day
1823,38459,38459,Jenna Keller,P005,Finance,Warranty,C5,Supervisor,t,Holiday,13/03/2025,12:30 AM,04:35 PM,8.29,0.28,0.51,,Absent,Leave
1824,49942,49942,Priscilla Frost,P004,Production,Support,C5,Executive,t,Weekend,02/03/2025,12:55 PM,08:42 PM,6.37,1.52,0.33,,Absent Half Day,Leave
1825,36932,36932,Alexandra Allison,P001,IT,Accounting,C2,Engineer,t,Weekend,06/03/2025,09:29 PM,02:49 PM,8.61,1.96,0.44,,Leave,Full Day
1826,32043,32043,Lori Thompson,P003,HR,Warranty,C3,Manager,t,Weekend,19/03/2025,05:54 PM,08:44 AM,8.56,0.27,0.56,,Present,Full Day
1827,46964,46964,Kyle Anderson,P004,Quality,Accounting,C1,Manager,t,Weekend,16/03/2025,03:22 PM,02:51 AM,7.16,1.67,0.19,,Absent,Leave
1828,37578,37578,Paul Chase,P001,HR,Support,C4,Supervisor,t,Working Day (G),20/03/2025,02:14 PM,07:48 PM,6.93,1.81,0.66,,Absent Half Day,Half Day
1829,39898,39898,Jason Dudley,P003,IT,Accounting,C4,DM,t,Working Day (G),21/03/2025,05:18 AM,12:54 AM,6.66,1.51,0.45,,Leave,Half Day
1830,47928,47928,Donna Richardson,P001,IT,Manufacturing,C2,Engineer,t,Working Day (G),19/03/2025,05:08 PM,04:01 PM,8.58,1.73,0.04,,Present,Leave
1831,40404,40404,Stephanie Bauer,P004,IT,Support,C5,Executive,t,Working Day (G),06/03/2025,02:17 PM,09:09 PM,6.54,1.78,0.77,,Leave,Full Day
1832,45578,45578,Stephanie Lopez,P001,Quality,Recruitment,C5,DM,t,Working Day (G),26/02/2025,10:48 PM,06:54 PM,7.88,1.28,0.68,,Leave,Half Day
1833,35398,35398,Amanda Smith,P003,Finance,Warranty,C3,Engineer,t,Working Day (G),24/02/2025,04:21 AM,12:47 AM,7.35,0.22,0.69,,Present,Half Day
1834,47043,47043,Clinton Mercer,P002,Quality,Accounting,C1,Supervisor,t,Working Day (G),13/03/2025,09:51 PM,05:57 AM,6.47,1.38,0.62,,Absent,Half Day
1835,39567,39567,Patricia Ray,P001,HR,Manufacturing,C4,Manager,t,Holiday,21/03/2025,09:59 PM,07:42 PM,8.58,1.94,0.46,,Leave,Half Day
1836,33973,33973,Kristin Schmidt,P002,Quality,Support,C5,DM,t,Holiday,07/03/2025,03:53 AM,10:55 AM,6.08,0.82,0.11,,Absent,Full Day
1837,37636,37636,Kimberly Garner,P004,Finance,Manufacturing,C2,DM,t,Working Day (G),16/03/2025,02:36 AM,06:04 PM,6.65,1.79,0.33,,Leave,Leave
1838,39981,39981,Susan Robinson,P004,HR,Support,C5,Engineer,t,Holiday,22/03/2025,12:00 PM,04:54 AM,7.81,0.64,0.62,,Absent Half Day,Half Day
